ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
Scott,3/21/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,3/21/2024 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,4145
Haley,3/21/2024 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,5335
DeSantis,3/22/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,647
Trump,3/22/2024 12:00:00 AM,$0.47,$0.47,$0.46,$0.46,4148
Biden,3/22/2024 12:00:00 AM,$0.47,$0.48,$0.47,$0.47,7269
Harris,3/22/2024 12:00:00 AM,$0.04,$0.05,$0.04,$0.05,749
Buttigieg,3/22/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,3/22/2024 12:00:00 AM,$0.05,$0.06,$0.05,$0.06,1544
Ramaswamy,3/22/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,3/22/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,3/22/2024 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,2285
Haley,3/22/2024 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,4614
DeSantis,3/23/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1364
Trump,3/23/2024 12:00:00 AM,$0.46,$0.47,$0.46,$0.47,3739
Biden,3/23/2024 12:00:00 AM,$0.47,$0.48,$0.47,$0.47,3882
Harris,3/23/2024 12:00:00 AM,$0.05,$0.05,$0.04,$0.04,1415
Buttigieg,3/23/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,3/23/2024 12:00:00 AM,$0.06,$0.06,$0.05,$0.05,1403
Ramaswamy,3/23/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,500
Scott,3/23/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,3/23/2024 12:00:00 AM,$0.05,$0.06,$0.05,$0.06,6534
Haley,3/23/2024 12:00:00 AM,$0.02,$0.02,$0.02,$0.02,4240
DeSantis,3/24/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,8
Trump,3/24/2024 12:00:00 AM,$0.47,$0.47,$0.46,$0.47,2994
Biden,3/24/2024 12:00:00 AM,$0.47,$0.48,$0.47,$0.47,2631
Harris,3/24/2024 12:00:00 AM,$0.04,$0.04,$0.04,$0.04,2
Buttigieg,3/24/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,3/24/2024 12:00:00 AM,$0.05,$0.05,$0.05,$0.05,3
Ramaswamy,3/24/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,3/24/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,3/24/2024 12:00:00 AM,$0.06,$0.06,$0.05,$0.05,2507
Haley,3/24/2024 12:00:00 AM,$0.02,$0.02,$0.02,$0.02,3
DeSantis,3/25/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Trump,3/25/2024 12:00:00 AM,$0.47,$0.47,$0.46,$0.47,5003
Biden,3/25/2024 12:00:00 AM,$0.47,$0.48,$0.47,$0.47,5345
Harris,3/25/2024 12:00:00 AM,$0.04,$0.05,$0.04,$0.05,205
Buttigieg,3/25/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,3/25/2024 12:00:00 AM,$0.05,$0.06,$0.05,$0.06,417
Ramaswamy,3/25/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,3/25/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,3/25/2024 12:00:00 AM,$0.05,$0.06,$0.05,$0.06,2614
Haley,3/25/2024 12:00:00 AM,$0.02,$0.02,$0.02,$0.02,0
DeSantis,3/26/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1155
Trump,3/26/2024 12:00:00 AM,$0.47,$0.47,$0.46,$0.47,3691
Biden,3/26/2024 12:00:00 AM,$0.47,$0.48,$0.47,$0.48,4830
Harris,3/26/2024 12:00:00 AM,$0.05,$0.05,$0.04,$0.04,1348
Buttigieg,3/26/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,3/26/2024 12:00:00 AM,$0.06,$0.06,$0.05,$0.06,3386
Ramaswamy,3/26/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,3/26/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,11000
RFK Jr.,3/26/2024 12:00:00 AM,$0.06,$0.07,$0.05,$0.06,7649
Haley,3/26/2024 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,1516
DeSantis,3/27/2024 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,2218
Trump,3/27/2024 12:00:00 AM,$0.47,$0.47,$0.46,$0.47,6133
Biden,3/27/2024 12:00:00 AM,$0.48,$0.48,$0.46,$0.47,6241
Harris,3/27/2024 12:00:00 AM,$0.04,$0.05,$0.03,$0.03,54897
Buttigieg,3/27/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,3/27/2024 12:00:00 AM,$0.06,$0.06,$0.04,$0.05,8890
Ramaswamy,3/27/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,3/27/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
RFK Jr.,3/27/2024 12:00:00 AM,$0.06,$0.07,$0.05,$0.05,8461
Haley,3/27/2024 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,39810
DeSantis,3/28/2024 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,1113
Trump,3/28/2024 12:00:00 AM,$0.47,$0.47,$0.46,$0.47,3630
Biden,3/28/2024 12:00:00 AM,$0.47,$0.48,$0.46,$0.48,4747
Harris,3/28/2024 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,251
Buttigieg,3/28/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,3/28/2024 12:00:00 AM,$0.05,$0.05,$0.04,$0.04,396
Ramaswamy,3/28/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,3/28/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
RFK Jr.,3/28/2024 12:00:00 AM,$0.05,$0.07,$0.05,$0.05,2974
Haley,3/28/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,96
DeSantis,3/29/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Trump,3/29/2024 12:00:00 AM,$0.47,$0.47,$0.45,$0.47,1522
Biden,3/29/2024 12:00:00 AM,$0.48,$0.48,$0.46,$0.47,5696
Harris,3/29/2024 12:00:00 AM,$0.03,$0.05,$0.03,$0.04,14496
Buttigieg,3/29/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,3/29/2024 12:00:00 AM,$0.04,$0.04,$0.04,$0.04,26
Ramaswamy,3/29/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,3/29/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,3/29/2024 12:00:00 AM,$0.05,$0.05,$0.05,$0.05,47
Haley,3/29/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,163
DeSantis,3/30/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,33
Trump,3/30/2024 12:00:00 AM,$0.47,$0.47,$0.46,$0.46,1620
Biden,3/30/2024 12:00:00 AM,$0.47,$0.48,$0.46,$0.47,4488
Harris,3/30/2024 12:00:00 AM,$0.04,$0.05,$0.04,$0.04,1777
Buttigieg,3/30/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Newsom,3/30/2024 12:00:00 AM,$0.04,$0.05,$0.04,$0.04,2372
Ramaswamy,3/30/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,175
Scott,3/30/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,3/30/2024 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,288
Haley,3/30/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,34
DeSantis,3/31/2024 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,3
Trump,3/31/2024 12:00:00 AM,$0.46,$0.47,$0.46,$0.46,715
Biden,3/31/2024 12:00:00 AM,$0.47,$0.48,$0.47,$0.48,966
Harris,3/31/2024 12:00:00 AM,$0.04,$0.04,$0.03,$0.03,2
Buttigieg,3/31/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,3/31/2024 12:00:00 AM,$0.04,$0.05,$0.04,$0.05,4
Ramaswamy,3/31/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,3/31/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,3/31/2024 12:00:00 AM,$0.05,$0.06,$0.05,$0.06,1908
Haley,3/31/2024 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,704
DeSantis,4/1/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,53
Trump,4/1/2024 12:00:00 AM,$0.46,$0.47,$0.45,$0.46,2453
Biden,4/1/2024 12:00:00 AM,$0.48,$0.49,$0.47,$0.48,7579
Harris,4/1/2024 12:00:00 AM,$0.03,$0.04,$0.03,$0.04,382
Buttigieg,4/1/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,4/1/2024 12:00:00 AM,$0.05,$0.05,$0.04,$0.05,589
Ramaswamy,4/1/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,885
Scott,4/1/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,4/1/2024 12:00:00 AM,$0.06,$0.06,$0.05,$0.05,145
Haley,4/1/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,92
DeSantis,4/2/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,4/2/2024 12:00:00 AM,$0.46,$0.46,$0.45,$0.46,4915
Biden,4/2/2024 12:00:00 AM,$0.48,$0.50,$0.48,$0.49,5791
Harris,4/2/2024 12:00:00 AM,$0.04,$0.04,$0.03,$0.04,53
Buttigieg,4/2/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,4/2/2024 12:00:00 AM,$0.05,$0.05,$0.04,$0.05,31
Ramaswamy,4/2/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,4/2/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
RFK Jr.,4/2/2024 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,2041
Haley,4/2/2024 12:00:00 AM,$0.01,$0.02,$0.01,$0.02,1
DeSantis,4/3/2024 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,10025
Trump,4/3/2024 12:00:00 AM,$0.46,$0.47,$0.45,$0.46,2590
Biden,4/3/2024 12:00:00 AM,$0.49,$0.50,$0.48,$0.50,3641
Harris,4/3/2024 12:00:00 AM,$0.04,$0.04,$0.03,$0.04,927
Buttigieg,4/3/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,4/3/2024 12:00:00 AM,$0.05,$0.05,$0.04,$0.04,967
Ramaswamy,4/3/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,4/3/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,4/3/2024 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,765
Haley,4/3/2024 12:00:00 AM,$0.02,$0.02,$0.02,$0.02,1078
DeSantis,4/4/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,115
Trump,4/4/2024 12:00:00 AM,$0.46,$0.47,$0.45,$0.45,2914
Biden,4/4/2024 12:00:00 AM,$0.50,$0.51,$0.49,$0.51,12334
Harris,4/4/2024 12:00:00 AM,$0.04,$0.04,$0.03,$0.04,698
Buttigieg,4/4/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,4/4/2024 12:00:00 AM,$0.04,$0.05,$0.04,$0.04,1342
Ramaswamy,4/4/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,4/4/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,4/4/2024 12:00:00 AM,$0.05,$0.06,$0.05,$0.06,2147
Haley,4/4/2024 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,7856
DeSantis,4/5/2024 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,1119
Trump,4/5/2024 12:00:00 AM,$0.45,$0.47,$0.45,$0.46,1702
Biden,4/5/2024 12:00:00 AM,$0.51,$0.52,$0.50,$0.50,4351
Harris,4/5/2024 12:00:00 AM,$0.04,$0.04,$0.03,$0.03,4
Buttigieg,4/5/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,4/5/2024 12:00:00 AM,$0.04,$0.05,$0.04,$0.04,951
Ramaswamy,4/5/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
Scott,4/5/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,4/5/2024 12:00:00 AM,$0.06,$0.06,$0.05,$0.05,2151
Haley,4/5/2024 12:00:00 AM,$0.01,$0.02,$0.01,$0.02,877
DeSantis,4/6/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,115
Trump,4/6/2024 12:00:00 AM,$0.46,$0.47,$0.46,$0.46,2090
Biden,4/6/2024 12:00:00 AM,$0.50,$0.51,$0.50,$0.51,2366
Harris,4/6/2024 12:00:00 AM,$0.03,$0.04,$0.03,$0.04,15
Buttigieg,4/6/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,4/6/2024 12:00:00 AM,$0.04,$0.05,$0.04,$0.05,26
Ramaswamy,4/6/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,4/6/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2
RFK Jr.,4/6/2024 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,57
Haley,4/6/2024 12:00:00 AM,$0.02,$0.02,$0.02,$0.02,537
DeSantis,4/7/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,268
Trump,4/7/2024 12:00:00 AM,$0.46,$0.47,$0.45,$0.46,7545
Biden,4/7/2024 12:00:00 AM,$0.51,$0.52,$0.50,$0.51,2970
Harris,4/7/2024 12:00:00 AM,$0.04,$0.04,$0.03,$0.04,887
Buttigieg,4/7/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,4/7/2024 12:00:00 AM,$0.05,$0.05,$0.04,$0.04,1247
Ramaswamy,4/7/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,4/7/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,4/7/2024 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,1546
Haley,4/7/2024 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,298
DeSantis,4/8/2024 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,1044
Trump,4/8/2024 12:00:00 AM,$0.46,$0.46,$0.45,$0.45,2238
Biden,4/8/2024 12:00:00 AM,$0.51,$0.54,$0.51,$0.52,8603
Harris,4/8/2024 12:00:00 AM,$0.04,$0.04,$0.03,$0.03,558
Buttigieg,4/8/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,4/8/2024 12:00:00 AM,$0.04,$0.05,$0.04,$0.04,18568
Ramaswamy,4/8/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,4/8/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,4/8/2024 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,2288
Haley,4/8/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,150
DeSantis,4/9/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2
Trump,4/9/2024 12:00:00 AM,$0.45,$0.46,$0.45,$0.46,4490
Biden,4/9/2024 12:00:00 AM,$0.52,$0.53,$0.52,$0.53,4691
Harris,4/9/2024 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,1755
Buttigieg,4/9/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,4/9/2024 12:00:00 AM,$0.04,$0.05,$0.04,$0.04,1761
Ramaswamy,4/9/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,4/9/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,4/9/2024 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,1972
Haley,4/9/2024 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,886
DeSantis,4/10/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1669
Trump,4/10/2024 12:00:00 AM,$0.46,$0.46,$0.44,$0.45,9165
Biden,4/10/2024 12:00:00 AM,$0.53,$0.53,$0.51,$0.52,3993
Harris,4/10/2024 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,1891
Buttigieg,4/10/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,4/10/2024 12:00:00 AM,$0.04,$0.05,$0.04,$0.05,2413
Ramaswamy,4/10/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,4/10/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,4/10/2024 12:00:00 AM,$0.05,$0.07,$0.05,$0.06,20362
Haley,4/10/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1819
DeSantis,4/11/2024 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,382
Trump,4/11/2024 12:00:00 AM,$0.45,$0.46,$0.44,$0.45,6165
Biden,4/11/2024 12:00:00 AM,$0.52,$0.53,$0.52,$0.53,4297
Harris,4/11/2024 12:00:00 AM,$0.03,$0.03,$0.03,$0.03,131
Buttigieg,4/11/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,4/11/2024 12:00:00 AM,$0.05,$0.05,$0.03,$0.04,20404
Ramaswamy,4/11/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,4/11/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,4/11/2024 12:00:00 AM,$0.06,$0.06,$0.05,$0.05,1024
Haley,4/11/2024 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,120
DeSantis,4/12/2024 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,1225
Trump,4/12/2024 12:00:00 AM,$0.45,$0.46,$0.44,$0.45,4545
Biden,4/12/2024 12:00:00 AM,$0.53,$0.53,$0.52,$0.52,6280
Harris,4/12/2024 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,135
Buttigieg,4/12/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,4/12/2024 12:00:00 AM,$0.04,$0.04,$0.03,$0.03,180
Ramaswamy,4/12/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,4/12/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,4/12/2024 12:00:00 AM,$0.05,$0.05,$0.05,$0.05,1072
Haley,4/12/2024 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,318
DeSantis,4/13/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,141
Trump,4/13/2024 12:00:00 AM,$0.45,$0.46,$0.44,$0.45,5196
Biden,4/13/2024 12:00:00 AM,$0.52,$0.53,$0.51,$0.53,7417
Harris,4/13/2024 12:00:00 AM,$0.03,$0.03,$0.03,$0.03,157
Buttigieg,4/13/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,4/13/2024 12:00:00 AM,$0.03,$0.04,$0.03,$0.04,6
Ramaswamy,4/13/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,4/13/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,4/13/2024 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,16590
Haley,4/13/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1002
DeSantis,4/14/2024 12:00:00 AM,$0.01,$0.02,$0.01,$0.02,1362
Trump,4/14/2024 12:00:00 AM,$0.45,$0.46,$0.44,$0.45,4006
Biden,4/14/2024 12:00:00 AM,$0.53,$0.53,$0.51,$0.52,2442
Harris,4/14/2024 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,453
Buttigieg,4/14/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,4/14/2024 12:00:00 AM,$0.04,$0.04,$0.03,$0.03,2500
Ramaswamy,4/14/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,4/14/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1000
RFK Jr.,4/14/2024 12:00:00 AM,$0.05,$0.05,$0.04,$0.05,1910
Haley,4/14/2024 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,3568
DeSantis,4/15/2024 12:00:00 AM,$0.02,$0.02,$0.01,$0.02,211
Trump,4/15/2024 12:00:00 AM,$0.45,$0.46,$0.45,$0.46,3081
Biden,4/15/2024 12:00:00 AM,$0.52,$0.53,$0.51,$0.53,3053
Harris,4/15/2024 12:00:00 AM,$0.03,$0.03,$0.03,$0.03,30
Buttigieg,4/15/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,4/15/2024 12:00:00 AM,$0.03,$0.04,$0.03,$0.04,503
Ramaswamy,4/15/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,4/15/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
RFK Jr.,4/15/2024 12:00:00 AM,$0.05,$0.05,$0.04,$0.05,423
Haley,4/15/2024 12:00:00 AM,$0.01,$0.02,$0.01,$0.02,446
DeSantis,4/16/2024 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,88
Trump,4/16/2024 12:00:00 AM,$0.46,$0.46,$0.45,$0.45,6261
Biden,4/16/2024 12:00:00 AM,$0.53,$0.53,$0.52,$0.53,1122
Harris,4/16/2024 12:00:00 AM,$0.03,$0.03,$0.03,$0.03,524
Buttigieg,4/16/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,4/16/2024 12:00:00 AM,$0.04,$0.04,$0.03,$0.03,6744
Ramaswamy,4/16/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,4/16/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,4/16/2024 12:00:00 AM,$0.05,$0.05,$0.04,$0.05,637
Haley,4/16/2024 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,74
DeSantis,4/17/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,5296
Trump,4/17/2024 12:00:00 AM,$0.45,$0.46,$0.45,$0.45,3744
Biden,4/17/2024 12:00:00 AM,$0.53,$0.54,$0.52,$0.52,5063
Harris,4/17/2024 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,1385
Buttigieg,4/17/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,4/17/2024 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,1273
Ramaswamy,4/17/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,4/17/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2
RFK Jr.,4/17/2024 12:00:00 AM,$0.05,$0.05,$0.04,$0.04,1324
Haley,4/17/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1268
